rank,title,hot_value,category,topic_flag,subject_label,word_scheme,url,crawl_time
0,鹿晗道歉,14428451,艺人,0,,鹿晗道歉,https://s.weibo.com/weibo?q=鹿晗道歉,2025-01-06 16:53:50
1,鸡窝头女士收拾漂亮去上班,764121,民生新闻,1,,#鸡窝头女士收拾漂亮去上班#,https://s.weibo.com/weibo?q=鸡窝头女士收拾漂亮去上班,2025-01-06 16:53:50
2,打卡中华文化种子库,30189,正能量,1,,#打卡中华文化种子库#,https://s.weibo.com/weibo?q=打卡中华文化种子库,2025-01-06 16:53:50
2,赵丽颖科兰黎全球代言,,,1,,,https://s.weibo.com/weibo?q=赵丽颖科兰黎全球代言,2025-01-06 16:53:50
3,12306崩了,535633,互联网,0,,12306崩了,https://s.weibo.com/weibo?q=12306崩了,2025-01-06 16:53:50
4,缅甸妙瓦底系网络诈骗的大本营,457234,民生新闻,1,,#缅甸妙瓦底系网络诈骗的大本营#,https://s.weibo.com/weibo?q=缅甸妙瓦底系网络诈骗的大本营,2025-01-06 16:53:50
5,鹿晗社交平台被禁止关注,6000975,艺人,1,,#鹿晗社交平台被禁止关注#,https://s.weibo.com/weibo?q=鹿晗社交平台被禁止关注,2025-01-06 16:53:50
5,杨洋娇兰十周年,,,1,,,https://s.weibo.com/weibo?q=杨洋娇兰十周年,2025-01-06 16:53:50
6,韦雪直播掉美颜,2018515,网红,1,,#韦雪直播掉美颜#,https://s.weibo.com/weibo?q=韦雪直播掉美颜,2025-01-06 16:53:50
7,外交部新任发言人郭嘉昆亮相,449419,国内时政,1,,#外交部新任发言人郭嘉昆亮相#,https://s.weibo.com/weibo?q=外交部新任发言人郭嘉昆亮相,2025-01-06 16:53:50
8,妙瓦底,436047,民生新闻,0,,妙瓦底,https://s.weibo.com/weibo?q=妙瓦底,2025-01-06 16:53:50
9,演员星星曾出演玫瑰的故事,340962,艺人,1,,#演员星星曾出演玫瑰的故事#,https://s.weibo.com/weibo?q=演员星星曾出演玫瑰的故事,2025-01-06 16:53:50
10,田曦薇星光大赏被anti,810115,作品衍生,1,盛典,#田曦薇星光大赏被anti#,https://s.weibo.com/weibo?q=田曦薇星光大赏被anti,2025-01-06 16:53:50
11,抖音副总裁回应用户将钱读成米,558336,互联网,1,,#抖音副总裁回应用户将钱读成米#,https://s.weibo.com/weibo?q=抖音副总裁回应用户将钱读成米,2025-01-06 16:53:50
12,演员王星是否在妙瓦底有待核实,358552,艺人,1,,#演员王星是否在妙瓦底有待核实#,https://s.weibo.com/weibo?q=演员王星是否在妙瓦底有待核实,2025-01-06 16:53:50
13,杨紫25年首套高定造型,328623,剧集,0,剧集,杨紫25年首套高定造型,https://s.weibo.com/weibo?q=杨紫25年首套高定造型,2025-01-06 16:53:50
14,太好了是长发秦岚,316461,艺人,1,,#太好了是长发秦岚#,https://s.weibo.com/weibo?q=太好了是长发秦岚,2025-01-06 16:53:50
15,WTT发文感谢樊振东,291209,体育,1,,#WTT发文感谢樊振东#,https://s.weibo.com/weibo?q=WTT发文感谢樊振东,2025-01-06 16:53:50
16,韩国小狗与遇难家人告别全程安静,236546,海外新闻,1,,#韩国小狗与遇难家人告别全程安静#,https://s.weibo.com/weibo?q=韩国小狗与遇难家人告别全程安静,2025-01-06 16:53:50
17,国家反诈中心曾提醒请勿前往妙瓦底,222084,民生新闻,1,,#国家反诈中心曾提醒请勿前往妙瓦底#,https://s.weibo.com/weibo?q=国家反诈中心曾提醒请勿前往妙瓦底,2025-01-06 16:53:50
18,官方回应公司用消费券抵工资,76672,民生新闻,1,,#官方回应公司用消费券抵工资#,https://s.weibo.com/weibo?q=官方回应公司用消费券抵工资,2025-01-06 16:53:50
19,颜安直播,135424,艺人,1,,#颜安直播#,https://s.weibo.com/weibo?q=颜安直播,2025-01-06 16:53:50
20,女子吃5斤车厘子后发高烧,486494,民生新闻,1,,#女子吃5斤车厘子后发高烧#,https://s.weibo.com/weibo?q=女子吃5斤车厘子后发高烧,2025-01-06 16:53:50
21,迪丽热巴 青壮年艺术家,258619,作品衍生,0,剧集,迪丽热巴 青壮年艺术家,https://s.weibo.com/weibo?q=迪丽热巴 青壮年艺术家,2025-01-06 16:53:50
22,演员范虎怒斥徐大久提供假消息,227718,艺人,1,,#演员范虎怒斥徐大久提供假消息#,https://s.weibo.com/weibo?q=演员范虎怒斥徐大久提供假消息,2025-01-06 16:53:50
23,工藤静香官宣微博之夜,221368,作品衍生,1,盛典,#工藤静香官宣微博之夜#,https://s.weibo.com/weibo?q=工藤静香官宣微博之夜,2025-01-06 16:53:50
24,广州队无缘准入,68544,体育,1,,#广州队无缘准入#,https://s.weibo.com/weibo?q=广州队无缘准入,2025-01-06 16:53:50
25,高三班主任给全班煮了个泡面塔,208077,教育,1,,#高三班主任给全班煮了个泡面塔#,https://s.weibo.com/weibo?q=高三班主任给全班煮了个泡面塔,2025-01-06 16:53:50
26,减肥不吃晚餐不会痩,201848,健康医疗,1,,#减肥不吃晚餐不会痩#,https://s.weibo.com/weibo?q=减肥不吃晚餐不会痩,2025-01-06 16:53:50
27,终于又等到全戏骨阵容的国产剧,201484,剧集,0,剧集,终于又等到全戏骨阵容的国产剧,https://s.weibo.com/weibo?q=终于又等到全戏骨阵容的国产剧,2025-01-06 16:53:50
28,驻缅甸大使馆回应演员星星失联,196721,艺人,1,,#驻缅甸大使馆回应演员星星失联#,https://s.weibo.com/weibo?q=驻缅甸大使馆回应演员星星失联,2025-01-06 16:53:50
29,李现 现男友变现老公了,192093,剧集,0,剧集,李现 现男友变现老公了,https://s.weibo.com/weibo?q=李现 现男友变现老公了,2025-01-06 16:53:50
30,换孙珍妮桃花头像crush来了,190820,剧集,0,,换孙珍妮桃花头像crush来了,https://s.weibo.com/weibo?q=换孙珍妮桃花头像crush来了,2025-01-06 16:53:50
31,河北邯郸3.0级地震,181021,突发/灾害,1,,#河北邯郸3.0级地震#,https://s.weibo.com/weibo?q=河北邯郸3.0级地震,2025-01-06 16:53:50
32,成毅 要签名包给的,171080,综艺,0,,成毅 要签名包给的,https://s.weibo.com/weibo?q=成毅 要签名包给的,2025-01-06 16:53:50
33,19岁大学生突发疾病脑死亡,169887,民生新闻,1,,#19岁大学生突发疾病脑死亡#,https://s.weibo.com/weibo?q=19岁大学生突发疾病脑死亡,2025-01-06 16:53:50
34,演员星星女友已落地曼谷,165611,艺人,1,,#演员星星女友已落地曼谷#,https://s.weibo.com/weibo?q=演员星星女友已落地曼谷,2025-01-06 16:53:50
35,宋亚轩 宋大葱,152885,艺人,0,,宋亚轩 宋大葱,https://s.weibo.com/weibo?q=宋亚轩 宋大葱,2025-01-06 16:53:50
36,6岁男童上学时独自离园2次未被发现,148787,民生新闻,1,,#6岁男童上学时独自离园2次未被发现#,https://s.weibo.com/weibo?q=6岁男童上学时独自离园2次未被发现,2025-01-06 16:53:50
37,徐克版射雕是浪漫主义还是现实主义,143867,电影,1,,#徐克版射雕是浪漫主义还是现实主义#,https://s.weibo.com/weibo?q=徐克版射雕是浪漫主义还是现实主义,2025-01-06 16:53:50
38,kimi崩了,143314,互联网,0,,kimi崩了,https://s.weibo.com/weibo?q=kimi崩了,2025-01-06 16:53:50
39,高级老钱水光妆,38818,美妆,0,,高级老钱水光妆,https://s.weibo.com/weibo?q=高级老钱水光妆,2025-01-06 16:53:50
40,杨紫的台词不看文字都能听清,197432,剧集,0,剧集,杨紫的台词不看文字都能听清,https://s.weibo.com/weibo?q=杨紫的台词不看文字都能听清,2025-01-06 16:53:50
41,陈都灵辛云来贵女校园短片,142385,剧集,0,剧集,陈都灵辛云来贵女校园短片,https://s.weibo.com/weibo?q=陈都灵辛云来贵女校园短片,2025-01-06 16:53:50
42,肖战郭靖骑马镜头,137266,电影,1,电影,#肖战郭靖骑马镜头#,https://s.weibo.com/weibo?q=肖战郭靖骑马镜头,2025-01-06 16:53:50
43,知道白月梵星为什么中午播了,125881,剧集,0,剧集,知道白月梵星为什么中午播了,https://s.weibo.com/weibo?q=知道白月梵星为什么中午播了,2025-01-06 16:53:50
44,应对流感找准这个穴位,122647,健康医疗,1,,#应对流感找准这个穴位#,https://s.weibo.com/weibo?q=应对流感找准这个穴位,2025-01-06 16:53:50
45,建议买草莓一定不要买盆装的,113523,幽默,1,,#建议买草莓一定不要买盆装的#,https://s.weibo.com/weibo?q=建议买草莓一定不要买盆装的,2025-01-06 16:53:50
46,沧州雄狮宣布解散,110743,体育,0,,沧州雄狮宣布解散,https://s.weibo.com/weibo?q=沧州雄狮宣布解散,2025-01-06 16:53:50
47,蛇茅上市后价格回落未现热炒,110217,财经,0,,蛇茅上市后价格回落未现热炒,https://s.weibo.com/weibo?q=蛇茅上市后价格回落未现热炒,2025-01-06 16:53:50
48,流感神药一药难求记者线下实探,109929,"民生新闻,健康医疗",1,,#流感神药一药难求记者线下实探#,https://s.weibo.com/weibo?q=流感神药一药难求记者线下实探,2025-01-06 16:53:50
49,苹果AI要求预留7GB空间,108027,数码,1,,#苹果AI要求预留7GB空间#,https://s.weibo.com/weibo?q=苹果AI要求预留7GB空间,2025-01-06 16:53:50
